#RA,DEC,gaia_source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmtot,ruwe,Gmag,RPmag,rmag_jplus,zmag_jplus,method,Teff,reported_UCD,sp_type_simbad,ph_type_ahmed,sp_type_panstarrs,ph_type_reyle,sp_type_smart,sp_type_zhang2009,sp_type_zhang2010,sp_type_schmidt,ph_type_skrzypek
269.52734,71.710175,1.63921979517222E+018,5.7534,0.3329,5.432,0.548,-22.629,0.42,23.272,1.063,19.51262,18.055025,21.226,17.871,all,2800,0,,,,,,,,,
269.70245,61.128624,1.43542668935378E+018,6.354,0.3111,-3.94,0.421,19.144,0.377,19.545,1.036,19.823578,18.369156,21.645409,,par+pm,2900,0,,,,,,,,,
269.83456,42.055767,1.34509668953326E+018,2.6484,1.3492,18.873,1.515,-26.07,1.571,32.184,1.317,20.71513,19.129938,21.767,19.097,pm+diag,2900,0,,,,,,,,,
269.43332,78.33986,1.70536710189522E+018,4.3703,1.0966,-32.122,1.205,37.984,1.372,49.746,1.238,20.6698,19.12026,,19.153276,pm,2800,0,,,,,,,,,
269.87167,40.313828,4.61145577382469E+018,6.6887,1.7472,15.708,2.024,-16.793,2.194,22.994,1.369,20.929642,19.369865,,19.240269,pm,2800,0,,,,,,,,,
269.8674,50.62103,1.36451389307944E+018,6.5031,0.3759,21.993,0.514,-5.161,0.508,22.59,1.018,20.059982,18.596684,21.651,18.432,all,2900,0,,,,,,,,,
269.8952,37.68819,4.60988752664399E+018,5.2103,0.4595,5.144,0.482,-58.501,0.575,58.726,1.058,20.410961,18.936249,,18.762833,par+pm,2900,0,,,,,,,,,
269.78836,67.349365,1.63360424998797E+018,1.5576,0.8193,-7.779,1.152,-8.689,0.931,11.662,1.048,20.683397,19.378242,,19.511894,pm,2800,0,,,,,,,,,
269.9181,41.450478,4.6116723776132E+018,4.9351,0.6463,-8.813,0.699,-6.272,0.807,10.817,1.141,20.564695,19.166798,21.933,18.816,all,2900,0,,,,,,,,,
269.79977,78.162025,1.65732009302752E+018,12.6333,0.3526,-34.525,0.395,-7.774,0.417,35.389,1.078,19.782711,18.248192,,18.075813,par+pm,2600,0,,,,,,,,,
269.90802,70.23169,1.6380919367604E+018,6.5486,0.2474,-7.583,0.287,-21.938,0.346,23.211,0.997,19.407167,17.977715,21.312,17.74,all,2900,0,,,,,,,,,
269.95114,70.93185,1.63893529653829E+018,4.6799,0.6777,9.84,0.813,28.158,0.802,29.828,1.13,20.49819,18.97675,,18.821003,par+pm,2700,0,,,,,,,,,
269.95587,70.77909,1.63817965717266E+018,5.3229,0.5417,-18.174,0.656,-23.83,0.737,29.969,1.067,20.42013,19.072702,,18.803314,par+pm,2800,0,,,,,,,,,
270.0053,60.418694,2.1527205531645E+018,5.7383,0.3898,-4.018,0.544,40.252,0.529,40.452,1.07,20.047758,18.603725,,18.885447,par+pm,2900,0,,,,,,,,,
270.0097,37.723763,4.60988646578556E+018,10.3805,0.3964,41.554,0.409,31.034,0.562,51.864,1.134,20.085938,18.47984,21.539,18.244,all,2700,0,,,,,,,,,
270.0156,41.033695,4.61165086841721E+018,5.889,0.7018,-13.214,0.988,-16.812,0.858,21.383,1.151,20.597013,19.098778,,18.873821,par+pm,2700,0,,,,,,,,,
270.02554,39.135345,4.61115007522922E+018,5.4049,0.5741,27.719,0.709,46.165,0.63,53.848,1.119,20.568975,19.160568,,18.778437,par+pm,2800,0,,,,,,,,,
270.1113,74.893364,2.26752654510991E+018,,,,,,,,,20.920633,19.55687,21.876,19.53,diag,2900,0,,,,,,,,,
270.04184,37.36226,4.609860141931E+018,5.536,0.3023,1.745,0.375,-10.411,0.372,10.556,1.097,19.69567,18.252214,21.344,18.135,par+diag,2800,0,,,,,,,,,
270.04654,41.906292,2.11369136071422E+018,5.0196,0.8272,-31.965,0.993,34.542,1.448,47.063,1.065,20.709139,19.215113,,18.967821,par+pm,2900,0,,,,,,,,,
270.1427,75.48647,2.26906620069148E+018,4.3479,0.5168,-30.828,0.826,0.542,0.729,30.833,1.113,20.390156,18.924032,,18.770771,par,2900,0,,,,,,,,,
270.15964,72.86936,2.26684945210554E+018,4.1522,0.7349,-1.593,0.999,30.703,1.047,30.745,1.104,20.658049,19.17897,,19.123798,par,2900,0,,,,,,,,,
270.21506,73.98831,2.26737718332809E+018,3.3188,0.5591,-16.636,0.668,16.752,0.555,23.609,0.909,20.379349,19.03564,,,par+pm,2900,0,,,,,,,,,
270.20013,70.528305,2.26023214015816E+018,4.3904,0.3707,4.781,0.442,-31.075,0.513,31.441,1.112,19.834835,18.357033,21.222,18.222,all,2900,0,,,,,,,,,
270.2822,71.59392,2.26075890930692E+018,5.6718,0.5643,0.326,0.757,28.129,0.719,28.13,1.209,20.249294,18.691011,,18.434216,par,2900,0,,,,,,,,,
270.12372,37.581627,4.60987069466668E+018,0.5881,0.4351,3.695,0.47,-2.859,0.607,4.672,0.964,20.34343,19.256952,21.641,19.339,diag,2400,0,,,,,,,,,
270.2506,66.16292,,,,,,,,,,,,22.001,19.739,diag,2900,0,,,,,,,,,
270.14484,38.76855,4.61037450721691E+018,,,,,,,,,20.942472,19.727112,22.138,19.774,diag,2900,0,,,,,,,,,
270.63586,79.666405,2.29401961708318E+018,5.7353,0.4408,-10.732,0.709,-22.619,0.636,25.036,1.077,20.161423,18.69563,,18.626102,par+pm,2900,0,,,,,,,,,
270.4396,74.70746,2.26751702746409E+018,31.8937,0.0774,-3.927,0.111,-124.69,0.101,124.752,0.825,17.273125,15.728795,19.603,15.499,all,2700,1,M7,,,,,,,,
270.46408,75.392365,2.26906458578378E+018,3.8884,0.4581,8.055,0.577,0.315,0.745,8.061,1.09,20.265575,18.801962,,18.667057,par,2900,0,,,,,,,,,
270.19034,49.698967,2.12325882986163E+018,5.4542,0.9788,-66.463,1.454,-75.417,1.422,100.524,1.134,20.758133,19.223326,,19.052595,par+pm,2900,0,,,,,,,,,
270.1967,49.857456,2.12326745845028E+018,3.9675,0.7179,-18.36,1.426,18.114,1.199,25.792,1.061,20.787825,19.402983,,19.071592,par+pm,2900,0,,,,,,,,,
270.18423,43.497444,2.1142508746914E+018,6.058,0.2561,-6.544,0.263,7.63,0.354,10.052,1.006,19.539932,18.074257,21.422,17.806,all,2800,0,,,,,,,,,
270.47958,73.39328,2.26696277052271E+018,5.526,0.6116,-7.634,0.787,47.993,0.899,48.596,1.141,20.53674,19.175789,,18.855787,par+pm,2900,0,,,,,,,,,
270.3537,65.999344,2.16171181379664E+018,10.4823,0.2537,-69.735,0.322,-90.654,0.35,114.372,0.994,19.717922,18.210125,22.206,17.926,all,2800,0,,,,,,,,,
270.48358,72.32359,2.26680753322501E+018,2.5369,0.9835,-9.011,0.958,30.568,0.907,31.868,0.997,20.507706,19.278389,21.556,18.99,diag,2900,0,,,,,,,,,
270.1921,39.341957,4.61117666966858E+018,6.2188,1.0069,-7.055,1.147,-15.39,1.068,16.93,1.178,20.77616,19.385092,21.818,19.003,all,2800,0,,,,,,,,,
270.55276,73.693146,2.26699434712215E+018,9.0483,0.2855,-32.186,0.393,33.895,0.35,46.741,1.159,19.421234,17.904099,,17.580961,par+pm,2700,1,,,,M7,,,,,
270.1982,37.001835,4.60965120465852E+018,4.9667,0.8364,36.744,1.201,19.327,1.622,41.517,0.969,20.737144,19.416899,,19.200964,par+pm,2900,0,,,,,,,,,
270.35724,61.530045,2.15889754077053E+018,3.3933,0.6831,-18.952,0.859,49.109,0.842,52.639,1.007,20.639456,19.187326,,,pm,2900,0,,,,,,,,,
270.23502,40.33425,4.61135915853314E+018,0.6762,0.9038,2.105,0.971,-10.294,1.073,10.507,1.059,20.774986,19.537292,22.188,19.441,diag,1800,0,,,,,,,,,
270.251,43.954853,2.11429238125706E+018,6.6616,0.4216,4.878,0.532,-28.235,0.537,28.653,1.057,20.40519,18.895657,,18.68687,par+pm,2700,0,,,,,,,,,
270.76117,75.969765,2.26919965820937E+018,15.8937,0.1144,40.684,0.163,598.359,0.156,599.741,0.939,18.317228,16.824324,20.683,16.683,all,2900,1,,,,M7,,,,,
270.61426,71.99511,2.26079278800847E+018,3.6292,0.4103,9.379,0.483,56.651,0.508,57.422,1.113,19.947176,18.55536,,18.414719,par+pm,2900,0,,,,,,,,,
270.26196,43.20434,2.11387174934019E+018,9.1451,2.457,-24.53,1.963,-55.639,1.748,60.806,1.307,20.825228,19.311607,,18.915731,pm,2600,0,,,,,,,,,
270.6913,73.717155,2.26699472507957E+018,3.0675,1.4957,-20.682,2.918,20.389,1.696,29.042,1.235,20.840046,19.505836,,,pm,2800,0,,,,,,,,,
270.271,43.174946,2.11387161190125E+018,4.2394,0.7809,30.243,0.965,40.907,0.873,50.872,0.992,20.751694,19.402636,,19.009838,par+pm,2900,0,,,,,,,,,
270.3097,50.233532,2.12329951179201E+018,1.9164,0.6494,-1.9,0.72,9.387,0.849,9.577,1.09,20.597773,19.312979,21.811,19.083,diag,2900,0,,,,,,,,,
270.26413,37.931316,4.60991306022306E+018,2.2543,0.618,-4.52,0.681,10.01,0.756,10.983,0.95,20.475641,19.092264,,19.06854,pm,2900,0,,,,,,,,,
270.57816,67.338905,2.25795085968912E+018,6.6322,0.915,-37.704,1.513,-28.553,1.421,47.295,1.111,20.56406,19.183773,,18.751858,par+pm,2800,0,,,,,,,,,
270.87192,74.69575,2.26751932956527E+018,12.3664,1.6291,-70.071,2.689,95.578,1.519,118.512,1.162,20.815464,19.292454,,18.865456,par+pm,2600,0,,,,,,,,,
270.94537,75.69151,2.26909557826841E+018,3.2869,0.6513,0.756,0.999,-23.233,1.004,23.246,1.078,20.558361,19.091528,,18.95065,par,2900,0,,,,,,,,,
270.47455,60.461033,2.15872275278132E+018,5.2386,0.6905,-8.333,1.42,22.9,1.389,24.369,1.143,20.657421,19.257107,,19.6137,par+pm,2900,0,,,,,,,,,
271.19592,77.47619,2.26976370767617E+018,3.8144,0.9624,-12.304,2.352,39.311,1.882,41.191,1.078,20.750463,19.362509,,19.276552,pm,2900,0,,,,,,,,,
270.3487,41.859894,2.11369253323836E+018,,,,,,,,,19.97271,17.940989,21.359,17.776,diag,2900,0,,,,,,,,,
270.32632,37.162766,4.60966580754569E+018,3.8938,0.8056,-6.113,0.973,-19.01,1.075,19.969,0.934,20.743946,19.278809,,19.177824,pm,2800,0,,,,,,,,,
271.55823,79.66201,2.29439121765451E+018,5.3873,0.8238,-21.509,1.112,64.53,1.21,68.02,1.063,20.847755,19.218348,,19.213516,par+pm,2900,0,,,,,,,,,
270.36002,36.86877,4.60964577152502E+018,17.0088,0.7251,-12.464,0.993,59.977,0.993,61.258,1.226,20.605309,18.99944,,18.727558,par+pm,1950,0,,,,,,,,,
270.37717,39.796513,4.61119312798546E+018,1.2016,1.0262,-7.085,1.115,-12.462,1.522,14.335,1.052,20.787565,19.291569,,,pm,2700,0,,,,,,,,,
270.38385,40.80499,,,,,,,,,,,,22.314,19.867,diag,2900,0,,,,,,,,,
270.4453,47.11748,2.1165331515947E+018,4.3299,0.6473,-12.173,0.98,31.499,0.811,33.769,1.135,20.63696,19.198236,,19.036253,par+pm,2800,0,,,,,,,,,
271.30307,76.44168,2.26923064639862E+018,8.1961,0.3591,24.654,0.447,-73.382,0.556,77.413,1.144,19.984917,18.411167,21.64,18.206,all,2800,0,,,,,,,,,
270.40198,40.103058,4.61134135589241E+018,4.4304,0.4868,13.045,0.57,1.921,0.762,13.186,1.076,20.356176,18.965767,22.111,18.839,par+diag,2900,0,,,,,,,,,
270.40958,40.96828,4.61159400734534E+018,3.2431,0.5714,-20.393,0.626,-20.185,0.747,28.693,1.115,20.378572,19.010954,,18.953897,par+pm,2900,0,,,,,,,,,
270.40985,39.8893,4.61128779335586E+018,5.1465,0.5521,-10.315,0.6,-60.692,0.744,61.563,1.059,20.460135,19.039154,,19.034523,par+pm,2900,0,,,,,,,,,
270.43192,39.473553,,,,,,,,,,,,22.254,20.039,diag,2800,0,,,,,,,,,
270.5294,50.345528,2.12338383058993E+018,16.1902,0.9038,-58.08,1.16,-155.183,1.258,165.696,1.022,20.745556,19.240267,,18.922428,par+pm,2350,0,,,,,,,,,
270.54102,47.772717,2.11667083106594E+018,5.0326,0.3612,10.402,0.525,-12.938,0.475,16.602,0.972,20.013151,18.587765,,18.462294,par+pm,2900,0,,,,,,,,,
271.16306,71.41452,2.2607413901348E+018,6.0728,0.7795,5.384,0.904,49.559,1.283,49.851,1.046,20.374434,18.987782,,18.674152,par+pm,2900,0,,,,,,,,,
270.48138,38.61339,4.61035942328935E+018,4.3394,0.4251,-17.047,0.462,-33.68,0.561,37.749,1.053,20.298592,18.85748,21.823,18.578,all,2800,0,,,,,,,,,
271.23022,70.36485,2.26021547998089E+018,,,,,,,,,21.047476,19.868364,21.984,19.658,diag,2250,0,,,,,,,,,
272.38867,79.51888,2.29437451882114E+018,5.4285,0.8421,-25.429,0.993,112.026,0.976,114.876,1,20.523808,19.129934,,18.985693,par+pm,2800,0,,,,,,,,,
270.65723,47.609028,2.1166607293034E+018,4.9055,0.5147,10.15,0.891,-0.308,0.673,10.155,1.083,20.313704,18.81095,,18.68597,par,2800,0,,,,,,,,,
271.12558,66.76432,2.25782706155198E+018,4.4419,0.772,-6.775,1.43,21.288,1.294,22.34,1.179,20.566435,19.06977,,18.799488,par,2800,0,,,,,,,,,
270.66092,43.6379,,,,,,,,,,,,22.217,19.842,diag,2800,0,,,,,,,,,
270.62994,38.639996,4.61036021785917E+018,4.0045,0.3448,-27.063,0.371,-24.775,0.416,36.691,1.211,19.843021,18.371378,21.43,18.083,all,2900,0,,,,,,,,,
270.736,41.535328,2.11362302348699E+018,2.9688,0.6926,-20.797,0.945,-19.808,0.905,28.721,1.12,20.513803,19.132408,21.878,18.917,pm+diag,2800,0,,,,,,,,,
271.26373,63.940693,2.16109673582557E+018,5.0831,0.5755,-11.156,0.729,-15.521,0.73,19.114,1.026,20.571865,19.092072,,19.211288,par+pm,2900,0,,,,,,,,,
270.72424,39.18583,4.61041227286332E+018,,,,,,,,,21.097752,19.441843,22.111,19.414,diag,2700,0,,,,,,,,,
271.43707,66.38317,2.25774538845387E+018,4.8928,0.9647,22.355,1.791,-35.335,1.352,41.812,1.127,20.632069,19.187733,,18.838934,par+pm,2800,0,,,,,,,,,
272.26593,75.00614,2.2689933924061E+018,17.2075,0.1148,27.284,0.123,-33.001,0.127,42.819,1.08,18.05421,16.57162,20.034,16.396,all,2900,1,,,,M7,,,,,
271.86353,71.035904,2.26058666823337E+018,3.5988,0.3069,4.843,0.451,4.733,0.646,6.772,0.977,19.71823,18.33451,21.296,18.231,all,2900,0,,,,,,,,,
271.42352,63.638386,2.16095026026106E+018,5.5816,1.3067,32.604,1.349,26.194,1.422,41.823,0.954,20.915579,19.420689,,19.571781,pm,2700,0,,,,,,,,,
271.6045,66.70238,2.25777943895392E+018,3.2357,0.3532,0.49,0.522,24.77,0.468,24.775,1.088,19.951435,18.50744,22.027,18.287,par+diag,2900,0,,,,,,,,,
271.8805,70.27358,2.26016438275431E+018,4.7349,0.4471,0.913,0.443,2.196,0.677,2.378,1.053,19.936445,18.427076,21.667,18.352,par+diag,2900,0,,,,,,,,,
271.0044,50.04215,2.12332868750389E+018,,,,,,,,,21.04201,20.003193,21.941,19.623,diag,2900,0,,,,,,,,,
272.1679,72.21121,2.2667497401449E+018,-0.4512,1.2195,-5.442,2.773,-0.512,1.73,5.466,1.171,20.904663,19.677582,21.826,19.59,diag,2900,0,,,,,,,,,
272.6532,75.32059,2.26902779079937E+018,-0.5433,0.7701,-11.06,1.06,-7.716,1.235,13.486,1.086,20.734678,19.395226,21.588,19.514,pm,2300,0,,,,,,,,,
270.93887,44.178482,2.11435419871943E+018,8.5221,0.2437,-56.618,0.269,-128.38,0.334,140.311,0.967,19.335669,17.820992,20.98,17.615,all,2900,0,,,,,,,,,
272.81915,76.12822,2.26917031499367E+018,,,,,,,,,20.868967,19.57689,22.109,19.476,diag,2900,0,,,,,,,,,
270.90256,41.17563,2.1134105729311E+018,4.7193,0.9201,-10.159,1.32,-50.297,1.123,51.312,1.236,20.767328,19.291906,,19.141718,par+pm,2900,0,,,,,,,,,
272.9678,76.485695,2.26955713692917E+018,7.7857,0.4041,20.166,0.552,101.953,0.511,103.928,1.198,20.07947,18.598106,,18.447765,par+pm,2900,0,,,,,,,,,
270.92615,39.592308,4.61051500848077E+018,0.843,0.7368,-2.407,0.965,-13.693,1.14,13.903,1.102,20.672644,19.48458,21.763,19.341,diag,2600,0,,,,,,,,,
272.25183,71.40264,2.26069428293428E+018,,,,,,,,,21.00758,19.325306,21.745,19.263,diag,2800,0,,,,,,,,,
270.90192,37.09514,4.60962866466876E+018,3.0807,0.8121,13.166,0.967,5.562,0.896,14.292,0.874,20.76941,19.42586,,19.307528,pm,2800,0,,,,,,,,,
271.866,66.89483,2.25787929264861E+018,1.9123,0.53,-11.821,0.688,20.415,0.747,23.59,0.953,20.577497,19.25001,,,pm,2400,0,,,,,,,,,
270.96118,39.25775,,,,,,,,,,,,22.193,19.957,diag,2400,0,,,,,,,,,
270.98492,40.413265,4.6113306055891E+018,1.1691,0.9736,-6.148,1.307,-11.649,1.414,13.172,1.261,20.736055,19.372295,21.417,19.166,diag,2900,0,,,,,,,,,
272.4249,71.68781,2.26072304203546E+018,1.5175,0.4919,-3.388,0.609,0.22,0.777,3.395,1.071,20.48843,19.28633,21.582,19.29,diag,2800,0,,,,,,,,,
270.95795,37.104908,4.60963000469853E+018,5.1471,0.325,7.957,0.359,27.464,0.338,28.594,1.024,19.779177,18.347923,,18.223217,par+pm,2800,0,,,,,,,,,
270.9746,37.746914,4.6100735846274E+018,6.4679,0.4782,-19.583,0.551,9.144,0.588,21.613,1.131,20.278057,18.887619,,18.589882,par+pm,2800,0,,,,,,,,,
271.08746,43.274475,2.11420015971874E+018,6.0827,0.3352,14.109,0.377,-47.49,0.482,49.541,1.097,20.011496,18.55919,21.714,18.342,all,2900,0,,,,,,,,,
274.53967,79.73821,2.29435795742811E+018,5.9233,0.278,4.958,0.381,-10.451,0.393,11.567,1.034,19.93795,18.513702,21.404,18.456,all,2900,0,,,,,,,,,
271.0848,41.460102,2.11363095629417E+018,4.8398,0.674,6.159,0.929,-10.688,0.832,12.336,1.107,20.735014,19.230299,,19.051445,par+pm,2800,0,,,,,,,,,
274.1776,78.63952,2.2939007667483E+018,2.0755,0.9488,-18.496,2.009,17.813,1.122,25.679,1.062,20.724504,19.423168,21.726,19.668,pm,2800,0,,,,,,,,,
271.2681,49.460377,2.12318317401098E+018,11.665,0.3263,9.722,0.403,50.687,0.394,51.611,1.105,19.854822,18.310802,,17.87805,par+pm,2600,0,,,,,,,,,
271.29987,50.405987,2.12334978008921E+018,8.1367,1.5671,20.399,2.079,41.061,2.099,45.849,1.977,20.743786,18.921055,,18.453657,par+pm,2450,0,,,,,,,,,
271.0959,40.658356,2.11333773457919E+018,1.7829,1.0924,0.767,1.268,-15.096,1.247,15.116,1.023,20.764185,19.324686,21.807,19.324,diag,2800,0,,,,,,,,,
272.11874,66.88337,2.25787850237492E+018,-1.4603,1.4005,-0.786,2.04,-3.659,1.536,3.743,1.196,20.83414,19.486036,22.131,19.547,diag,2900,0,,,,,,,,,
271.1146,41.408752,2.11344297416438E+018,3.9617,0.7876,-25.047,1.177,-37.648,0.89,45.219,1.146,20.782047,19.367048,,19.206081,par+pm,2900,0,,,,,,,,,
271.1518,43.44722,2.11420868522932E+018,17.1104,0.0818,38.957,0.095,-150.104,0.105,155.077,1.061,17.622967,16.20951,19.347,15.998,all,2900,0,,,,,,,,,
271.0759,38.242832,4.61010231366387E+018,11.5727,0.6208,-140.071,0.732,20.457,0.701,141.557,1.113,20.531733,19.062355,,18.539383,par+pm,2600,0,,,,,,,,,
271.18274,44.098362,2.11434234031759E+018,2.5516,1.4717,-18.094,1.447,-67.477,1.664,69.86,1.324,20.853098,19.172853,,19.297367,pm,2800,0,,,,,,,,,
271.9425,63.68833,2.16103049025059E+018,6.164,1.052,1.207,1.377,29.864,1.246,29.889,1.191,20.623358,19.062191,,19.035776,par,2600,0,,,,,,,,,
272.79953,71.93238,2.26672599756501E+018,9.3195,0.3411,-35.795,0.447,-40.451,0.495,54.014,1.113,19.671215,18.170464,,17.903194,par+pm,2800,0,,,,,,,,,
271.38467,49.322456,2.12317990554214E+018,4.6728,0.867,3.177,1.179,19.181,1.25,19.442,1.028,20.738317,19.159416,,19.10979,par,2400,0,,,,,,,,,
271.14658,37.94219,4.61008241937359E+018,4.5287,0.5745,-12.394,0.669,35.066,0.95,37.192,1.154,20.47866,19.003197,,18.749414,par+pm,2700,0,,,,,,,,,
272.01776,63.299686,2.16092479969523E+018,4.3301,0.5657,-4.725,0.696,12.451,0.7,13.317,1.107,20.3061,18.910496,22.163,18.887,all,2900,0,,,,,,,,,
273.86923,76.138435,2.26916148024619E+018,5.3125,0.7257,10.571,0.747,64.918,0.812,65.773,1.103,20.286003,18.807774,22.072,18.657,all,2800,0,,,,,,,,,
271.20276,39.104897,4.61044384946358E+018,17.9881,0.0928,-27.865,0.105,14.046,0.111,31.205,1.049,17.753256,16.260069,19.666925,,par+pm,2800,1,,,,M7,,,,,
272.09796,63.320007,2.16092562432741E+018,7.0187,0.3114,-14.474,0.444,32.265,0.365,35.363,1.126,19.578611,18.188982,21.447,18.19,all,2900,0,,,,,,,,,
271.25146,40.215977,4.61131135984243E+018,6.0632,0.6368,-1.523,0.737,32.316,0.918,32.352,1.078,20.572989,19.186953,,18.683966,par,2800,0,,,,,,,,,
271.25366,39.998142,4.61055101748571E+018,1.3333,0.6286,-5.932,0.72,-11.5,0.711,12.94,1.029,20.613506,19.35274,21.602,19.311,diag,2900,0,,,,,,,,,
271.4245,47.347317,2.11659864554895E+018,4.7982,0.7862,-3.469,1.161,-41.705,1.114,41.849,1.014,20.805075,19.19082,,19.100424,par,2800,0,,,,,,,,,
272.1472,63.25015,2.16092367011737E+018,9.1429,0.2753,61.517,0.391,-3.591,0.335,61.622,1.128,19.469656,17.990065,21.573,18.096,all,2900,1,,,,M7,,,,,
275.03235,78.71122,2.29389626562313E+018,3.5779,0.7022,24.866,0.919,14.462,0.757,28.766,1.13,20.491959,19.006948,,18.843084,par+pm,2800,0,,,,,,,,,
271.38412,43.758163,2.11431062627755E+018,6.4402,0.3263,-9.885,0.416,5.567,0.405,11.345,1.055,19.755249,18.325884,,,par+pm,2800,0,,,,,,,,,
273.4149,72.91855,2.2668960396156E+018,5.6406,1.0203,-1.408,1.508,-26.06,1.276,26.098,1.143,20.642565,19.09592,,,par,2800,0,,,,,,,,,
271.32086,40.300808,4.61131208139694E+018,5.869,0.4244,-0.58,0.566,-9.377,0.548,9.394,1.056,20.14224,18.584856,22.107,18.263,par+diag,2700,0,,,,,,,,,
273.37332,72.42564,2.26676609108581E+018,4.6059,0.3915,10.114,0.5,3.387,0.572,10.666,1.025,20.011038,18.5901,,18.350082,par+pm,2800,0,,,,,,,,,
273.81985,74.47422,2.26746111987357E+018,8.4052,0.3282,-3.863,0.44,59.404,0.426,59.529,1.012,19.814047,18.356344,,18.082092,par+pm,2900,0,,,,,,,,,
271.58078,49.506462,2.12320403037312E+018,5.4426,0.7576,-23.141,1.76,29.336,1.596,37.364,1.006,20.726404,19.097702,,18.943033,par+pm,2600,0,,,,,,,,,
271.41718,43.369102,2.11420497008482E+018,5.2941,0.8404,-32.413,1.318,-48.465,1.011,58.305,1.111,20.945505,19.349857,,19.063623,par+pm,2800,0,,,,,,,,,
272.35315,63.957115,2.16106110907019E+018,2.8054,0.8302,-10.574,1.305,11.3,1.424,15.476,1.074,20.691668,19.263668,21.705,19.541,pm,2500,0,,,,,,,,,
275.18134,78.40449,2.29388204069286E+018,4.5201,1.1307,2.175,1.544,18.621,1.342,18.748,1.14,20.712101,19.28293,21.53,19.032,diag,2900,0,,,,,,,,,
271.62918,49.681553,2.12321255158738E+018,5.2723,0.7758,-9.02,1.181,-24.952,1.224,26.532,1.127,20.687626,19.289776,,18.970316,par+pm,2800,0,,,,,,,,,
271.65472,50.35531,,,,,,,,,,,,22.401,19.525,diag,2600,0,,,,,,,,,
271.33328,37.53953,4.61001785742874E+018,8.575,0.3275,-29.402,0.378,-5.509,0.445,29.914,1.02,20.050226,18.577211,,18.39834,par+pm,2700,0,,,,,,,,,
272.4207,63.862095,2.16105959294723E+018,10.0354,0.1536,-11.981,0.194,125.285,0.237,125.857,0.992,18.921965,17.464975,20.498,17.515,all,2900,1,,,,M7,,,,,
271.38504,38.944645,4.61042635606106E+018,6.0025,0.7699,15.389,1.001,20.72,1.016,25.81,1.111,20.603403,19.096878,,18.887913,par+pm,2900,0,,,,,,,,,
271.57584,46.71978,2.11636616326521E+018,3.4178,0.6567,-20.72,1.219,13.721,0.898,24.851,1.098,20.494028,19.024158,,18.762295,par+pm,2800,0,,,,,,,,,
271.42087,39.43891,,,,,,,,,,,,22.125,19.803,diag,2900,0,,,,,,,,,
271.43655,38.504044,4.61013279075076E+018,4.6826,0.6379,-6.129,0.696,-50.554,0.735,50.924,1.095,20.534985,19.110657,,18.841585,par+pm,2800,0,,,,,,,,,
273.36874,70.43289,2.26053502125208E+018,7.3144,0.4293,6.761,0.585,6.835,0.725,9.614,1.002,20.1596,18.639513,,18.375961,par+pm,2900,0,,,,,,,,,
271.49182,40.55135,2.11332742236424E+018,5.0617,0.5001,-0.803,0.595,7.717,0.643,7.759,1.004,20.486727,19.164839,22.005,18.715,par+diag,2900,0,,,,,,,,,
271.7818,50.378597,2.123164791552E+018,6.0398,0.4557,23.313,0.591,86.097,0.616,89.197,1.041,20.21661,18.727125,,18.41333,par+pm,2800,0,,,,,,,,,
271.5582,42.87527,2.11398084580431E+018,5.1049,0.4031,11.964,0.5,-0.467,0.457,11.973,1.068,20.131632,18.664139,,,par,2800,0,,,,,,,,,
271.5601,42.446037,2.11359346981881E+018,7.4563,0.6942,-22.038,0.905,1.348,0.805,22.08,0.975,20.70076,19.15919,,18.775745,par,2600,0,,,,,,,,,
271.71713,47.650593,2.12242553748639E+018,5.6997,0.4431,10.576,0.574,36.402,0.587,37.907,1.053,20.346992,18.807644,,18.693283,par+pm,2800,0,,,,,,,,,
271.6636,44.720844,2.11570230305504E+018,1.0188,0.7801,-0.15,1.225,2.9,1.292,2.904,1.098,20.6008,19.230665,21.54,19.286,diag,2900,0,,,,,,,,,
271.50287,37.463688,4.6100103627088E+018,3.3565,0.552,-9.237,0.615,3.864,0.664,10.013,1.122,20.463142,19.086039,,18.70856,par+pm,2800,0,,,,,,,,,
271.62695,42.128517,2.11357955842034E+018,2.3569,0.6173,-5.497,0.906,13.539,0.769,14.612,1.124,20.653864,19.04199,21.99,18.702,pm+diag,2800,0,,,,,,,,,
271.53036,37.727898,4.6100266191596E+018,0.7289,0.8053,1.044,1.042,-6.47,1.354,6.553,0.868,20.755365,19.601175,21.606,19.227,diag,2200,0,,,,,,,,,
271.64313,42.205063,2.11358140955082E+018,4.6554,0.8262,-15.526,1.202,10.799,1.069,18.912,1.015,20.807076,19.467768,,19.336788,par+pm,2900,0,,,,,,,,,
273.99222,72.18645,2.26657337160862E+018,2.2024,0.6335,-15.025,0.843,16.163,0.947,22.068,1.125,20.527874,19.14594,,18.888807,pm,2900,0,,,,,,,,,
271.58496,39.190453,4.61043652654362E+018,5.8195,0.3799,30.929,0.454,26.465,0.514,40.707,1.035,20.17558,18.6934,21.62,18.501,all,2800,0,,,,,,,,,
271.56775,36.738598,4.60659500900896E+018,3.8684,1.0368,-3.509,1.408,-1.46,1.228,3.801,1.013,20.713871,19.373596,21.76,19.147,diag,2800,0,,,,,,,,,
